GENENAME;TYPE;PMID;OMIMGENE;ORIGINALENTRY;OMIMDISEASE
CLCN1;Myotonia congenita, recessive;17357067;118425;Myotonia congenita, recessive, 255700 (3);255700
CLCN1;Myotonia levior, recessive;17357067;118425;Myotonia levior, recessive (3);0
CLCN2;Epilepsy, idiopathic generalized, susceptibility to, 11;17357067;600570;{Epilepsy, idiopathic generalized, susceptibility to, 11}, 607628 (3);607628
CLCN2;Epilepsy, idiopathic generalized, susceptibility to, 9;17357067;601949;{Epilepsy, idiopathic generalized, susceptibility to, 9}, 607682 (3);607682
CLCN2;Epilepsy, juvenile absence, susceptibility to, 2;17357067;600570;{Epilepsy, juvenile absence, susceptibility to, 2}, 607628 (3);607628
CLCN2;Epilepsy, juvenile myoclonic, susceptibility to, 6;17357067;601949;{Epilepsy, juvenile myoclonic, susceptibility to, 6}, 607682 (3);607682
CLCN2;Epilepsy, juvenile myoclonic, susceptibility to, 8;17357067;600570;{Epilepsy, juvenile myoclonic, susceptibility to, 8}, 607628 (3);607628
CLCN2;Episodic ataxia, type 5;17357067;601949;Episodic ataxia, type 5, 613855 (3);613855
CLCN2;Leukoencephalopathy with ataxia;17357067;600570;Leukoencephalopathy with ataxia, 615651 (3);615651
CLCN5;Dent disease;17357067;300008;Dent disease, 300009 (3);300009
CLCN5;Dent disease 2;17357067;300535;Dent disease 2, 300555 (3);300555
CLCN5;Hypophosphatemic rickets;17357067;300008;Hypophosphatemic rickets, 300554 (3);300554
CLCN5;Lowe syndrome;17357067;300535;Lowe syndrome, 309000 (3);309000
CLCN5;Nephrolithiasis, type I;17357067;300008;Nephrolithiasis, type I, 310468 (3);310468
CLCN5;Proteinuria, low molecular weight, with hypercalciuric nephrocalcinosis;17357067;300008;Proteinuria, low molecular weight, with hypercalciuric nephrocalcinosis, 308990 (3);308990
CLCN7;Osteopetrosis, autosomal dominant 2;17357067;602727;Osteopetrosis, autosomal dominant 2, 166600 (3);166600
CLCN7;Osteopetrosis, autosomal recessive 4;17357067;602727;Osteopetrosis, autosomal recessive 4, 611490 (3);611490
CLCNKA;Bartter syndrome, type 4b, digenic;17357067;602024;Bartter syndrome, type 4b, digenic, 613090 (3);613090
CLCNKB;Bartter syndrome, type 3;17357067;602023;Bartter syndrome, type 3, 607364 (3);607364
CLCNKB;Bartter syndrome, type 4b, digenic;17357067;602023;Bartter syndrome, type 4b, digenic, 613090 (3);613090
CLDN1;Ichthyosis, leukocyte vacuoles, alopecia, and sclerosing cholangitis;17357067;603718;Ichthyosis, leukocyte vacuoles, alopecia, and sclerosing cholangitis, 607626 (3);607626
CLDN14;Deafness, autosomal recessive 29;17357067;605608;Deafness, autosomal recessive 29, 614035 (3);614035
CLDN16;Hypomagnesemia 3, renal;17357067;603959;Hypomagnesemia 3, renal, 248250 (3);248250
CLDN19;Hypomagnesemia 5, renal, with ocular involvement;17357067;610036;Hypomagnesemia 5, renal, with ocular involvement, 248190 (3);248190
CLEC10A;Myopathy with lactic acidosis, hereditary;17357067;611911;Myopathy with lactic acidosis, hereditary, 255125 (3);255125
CLEC4M;SARS infection, protection against;17357067;605872;SARS infection, protection against (2);0
CLEC7A;Aspergillosis, susceptibility to;17357067;606264;{Aspergillosis, susceptibility to}, 614079 (3);614079
CLEC7A;Candidiasis, familial, 4, autosomal recessive;17357067;606264;Candidiasis, familial, 4, autosomal recessive, 613108 (3);613108
CLK1;3MC syndrome 2;17357067;612502;3MC syndrome 2, 265050 (3);265050
CLMP;Congenital short bowel syndrome;17357067;611693;Congenital short bowel syndrome, 615237 (3);615237
CLN3;Ceroid lipofuscinosis, neuronal, 3;17357067;607042;Ceroid lipofuscinosis, neuronal, 3, 204200 (3);204200
CLN5;Ceroid lipofuscinosis, neuronal, 5;17357067;608102;Ceroid lipofuscinosis, neuronal, 5, 256731 (3);256731
CLN6;Ceroid lipofuscinosis, neuronal, 6;17357067;606725;Ceroid lipofuscinosis, neuronal, 6, 601780 (3);601780
CLN6;Ceroid lipofuscinosis, neuronal, Kufs type, adult onset;17357067;606725;Ceroid lipofuscinosis, neuronal, Kufs type, adult onset, 204300 (3);204300
CLN8;Ceroid lipofuscinosis, neuronal, 8;17357067;607837;Ceroid lipofuscinosis, neuronal, 8, 600143 (3);600143
CLN8;Ceroid lipofuscinosis, neuronal, 8, Northern epilepsy variant;17357067;607837;Ceroid lipofuscinosis, neuronal, 8, Northern epilepsy variant, 610003 (3);610003
CLP1;Pontocerebellar hypoplasia, type 10;17357067;608757;Pontocerebellar hypoplasia, type 10, 615803 (3);615803
CLPB;3-methylglutaconic aciduria, type VII, with cataracts, neurologic involvement and neutropenia;17357067;616254;3-methylglutaconic aciduria, type VII, with cataracts, neurologic involvement and neutropenia, 616271 (3);616271
CLPP;Perrault syndrome 3;17357067;601119;Perrault syndrome 3, 614129 (3);614129
CLRN1;Retinitis pigmentosa 61;17357067;606397;Retinitis pigmentosa 61, 614180 (3);614180
CLRN1;Usher syndrome, type 3A;17357067;606397;Usher syndrome, type 3A, 276902 (3);276902
CMC1;Capillary malformations, congenital, 1, somatic, mosaic;17357067;600998;Capillary malformations, congenital, 1, somatic, mosaic, 163000 (3);163000
CMC1;Sturge-Weber syndrome, somatic, mosaic;17357067;600998;Sturge-Weber syndrome, somatic, mosaic, 185300 (3);185300
CNBP;Myotonic dystrophy 2;17357067;116955;Myotonic dystrophy 2, 602668 (3);602668
CNGA1;Retinitis pigmentosa 49;17357067;123825;Retinitis pigmentosa 49, 613756 (3);613756
CNGA3;Achromatopsia-2;17357067;600053;Achromatopsia-2, 216900 (3);216900
CNGB1;Retinitis pigmentosa 45;17357067;600724;Retinitis pigmentosa 45, 613767 (3);613767
CNGB3;Achromatopsia-3;17357067;605080;Achromatopsia-3, 262300 (3);262300
CNGB3;Macular degeneration, juvenile;17357067;605080;Macular degeneration, juvenile, 248200 (3);248200
CNNM2;Hypomagnesemia 6, renal;17357067;607803;Hypomagnesemia 6, renal, 613882 (3);613882
CNNM2;Hypomagnesemia, seizures, and mental retardation;17357067;607803;Hypomagnesemia, seizures, and mental retardation, 616418 (3);616418
CNNM4;Jalili syndrome;17357067;607805;Jalili syndrome, 217080 (3);217080
CNTD2;Cataract 27, nuclear progressive;17357067;607304;Cataract 27, nuclear progressive (2);0
CNTNAP1;Lethal congenital contracture syndrome 7;17357067;602346;Lethal congenital contracture syndrome 7, 616286 (3);616286
CNTNAP2;Autism susceptibility 15;17357067;604569;{Autism susceptibility 15}, 612100 (3);612100
CNTNAP2;Cortical dysplasia-focal epilepsy syndrome;17357067;604569;Cortical dysplasia-focal epilepsy syndrome, 610042 (3);610042
CNTNAP2;Pitt-Hopkins like syndrome 1;17357067;604569;Pitt-Hopkins like syndrome 1, 610042 (3);610042
COA6;Cardioencephalomyopathy, fatal infantile, due to cytochrome c oxidase deficiency 4;17357067;614772;Cardioencephalomyopathy, fatal infantile, due to cytochrome c oxidase deficiency 4, 616501 (3);616501
COASY;Neurodegeneration with brain iron accumulation 6;17357067;609855;Neurodegeneration with brain iron accumulation 6, 615643 (3);615643
COCH;Deafness, autosomal dominant 31;17357067;608645;Deafness, autosomal dominant 31 (2);0
COCH;Deafness, autosomal dominant 9;17357067;603196;Deafness, autosomal dominant 9, 601369 (3);601369
COG1;Congenital disorder of glycosylation, type IIg;17357067;606973;Congenital disorder of glycosylation, type IIg, 611209 (3);611209
COG4;Congenital disorder of glycosylation, type IIj;17357067;606976;Congenital disorder of glycosylation, type IIj, 613489 (3);613489
COG5;Congenital disorder of glycosylation, type IIi;17357067;606821;Congenital disorder of glycosylation, type IIi, 613612 (3);613612
COG6;Cone dystrophy, progressive X-linked, 2;17357067;300085;Cone dystrophy, progressive X-linked, 2 (2);0
COG6;Congenital disorder of glycosylation, type IIl;17357067;606977;Congenital disorder of glycosylation, type IIl, 614576 (3);614576
COG6;Shaheen syndrome;17357067;606977;Shaheen syndrome, 615328 (3);615328
COG7;Congenital disorder of glycosylation, type IIe;17357067;606978;Congenital disorder of glycosylation, type IIe, 608779 (3);608779
COG8;Congenital disorder of glycosylation, type IIh;17357067;606979;Congenital disorder of glycosylation, type IIh, 611182 (3);611182
COL10A1;Metaphyseal chondrodysplasia, Schmid type;17357067;120110;Metaphyseal chondrodysplasia, Schmid type, 156500 (3);156500
COL11A1;Fibrochondrogenesis 1;17357067;120280;Fibrochondrogenesis 1, 228520 (3);228520
COL11A1;Lumbar disc herniation, susceptibility to;17357067;120280;{Lumbar disc herniation, susceptibility to}, 603932 (3);603932
COL11A1;Marshall syndrome;17357067;120280;Marshall syndrome, 154780 (3);154780
COL11A1;Stickler syndrome, type II;17357067;120280;Stickler syndrome, type II, 604841 (3);604841
COL11A2;Deafness, autosomal dominant 13;17357067;120290;Deafness, autosomal dominant 13, 601868 (3);601868
COL11A2;Deafness, autosomal recessive 53;17357067;120290;Deafness, autosomal recessive 53, 609706 (3);609706
COL11A2;Fibrochondrogenesis 2;17357067;120290;Fibrochondrogenesis 2, 614524 (3);614524
COL11A2;Otospondylomegaepiphyseal dysplasia;17357067;120290;Otospondylomegaepiphyseal dysplasia, 215150 (3);215150
COL11A2;Stickler syndrome, type III;17357067;120290;Stickler syndrome, type III, 184840 (3);184840
COL11A2;Weissenbacher-Zweymuller syndrome;17357067;120290;Weissenbacher-Zweymuller syndrome, 277610 (3);277610
COL12A1;Bethlem myopathy 2;17357067;120320;Bethlem myopathy 2, 616471 (3);616471
COL17A1;Epidermolysis bullosa, junctional, non-Herlitz type;17357067;113811;Epidermolysis bullosa, junctional, non-Herlitz type, 226650 (3);226650
COL18A1;Knobloch syndrome, type 1;17357067;120328;Knobloch syndrome, type 1, 267750 (3);267750
COL1A1;Bone mineral density variation QTL, osteoporosis;17357067;120150;{Bone mineral density variation QTL, osteoporosis}, 166710 (3);166710
COL1A1;Caffey disease;17357067;120150;Caffey disease, 114000 (3);114000
COL1A1;Ehlers-Danlos syndrome, classic;17357067;120150;Ehlers-Danlos syndrome, classic, 130000 (3);130000
COL1A1;Ehlers-Danlos syndrome, type VIIA;17357067;120150;Ehlers-Danlos syndrome, type VIIA, 130060 (3);130060
COL1A1;Osteogenesis imperfecta, type I;17357067;120150;Osteogenesis imperfecta, type I, 166200 (3);166200
COL1A1;Osteogenesis imperfecta, type II;17357067;120150;Osteogenesis imperfecta, type II, 166210 (3);166210
COL1A1;Osteogenesis imperfecta, type III;17357067;120150;Osteogenesis imperfecta, type III, 259420 (3);259420
COL1A1;Osteogenesis imperfecta, type IV;17357067;120150;Osteogenesis imperfecta, type IV, 166220 (3);166220
COL1A2;Ehlers-Danlos syndrome, cardiac valvular form;17357067;120160;Ehlers-Danlos syndrome, cardiac valvular form, 225320 (3);225320
COL1A2;Ehlers-Danlos syndrome, type VIIB;17357067;120160;Ehlers-Danlos syndrome, type VIIB, 130060 (3);130060
COL1A2;Osteogenesis imperfecta, type II;17357067;120160;Osteogenesis imperfecta, type II, 166210 (3);166210
COL1A2;Osteogenesis imperfecta, type III;17357067;120160;Osteogenesis imperfecta, type III, 259420 (3);259420
COL1A2;Osteogenesis imperfecta, type IV;17357067;120160;Osteogenesis imperfecta, type IV, 166220 (3);166220
COL1A2;Osteoporosis, postmenopausal;17357067;120160;{Osteoporosis, postmenopausal}, 166710 (3);166710
COL25A1;Fibrosis of extraocular muscles, congenital, 5;17357067;610004;Fibrosis of extraocular muscles, congenital, 5, 616219 (3);616219
COL2A1;Achondrogenesis, type II or hypochondrogenesis;17357067;120140;Achondrogenesis, type II or hypochondrogenesis, 200610 (3);200610
COL2A1;Avascular necrosis of the femoral head;17357067;120140;Avascular necrosis of the femoral head, 608805 (3);608805
COL2A1;Czech dysplasia;17357067;120140;Czech dysplasia, 609162 (3);609162
COL2A1;Epiphyseal dysplasia, multiple, with myopia and deafness;17357067;120140;Epiphyseal dysplasia, multiple, with myopia and deafness, 132450 (3);132450
COL2A1;Kniest dysplasia;17357067;120140;Kniest dysplasia, 156550 (3);156550
COL2A1;Legg-Calve-Perthes disease;17357067;120140;Legg-Calve-Perthes disease, 150600 (3);150600
COL2A1;Osteoarthritis with mild chondrodysplasia;17357067;120140;Osteoarthritis with mild chondrodysplasia, 604864 (3);604864
COL2A1;Otospondylomegaepiphyseal dysplasia;17357067;120140;Otospondylomegaepiphyseal dysplasia, 215150 (3);215150
COL2A1;Platyspondylic skeletal dysplasia, Torrance type;17357067;120140;Platyspondylic skeletal dysplasia, Torrance type, 151210 (3);151210
COL2A1;SED congenita;17357067;120140;SED congenita, 183900 (3);183900
COL2A1;SED, Namaqualand type;17357067;120140;SED, Namaqualand type (3);0
COL2A1;SMED Strudwick type;17357067;120140;SMED Strudwick type, 184250 (3);184250
COL2A1;Spondyloperipheral dysplasia;17357067;120140;Spondyloperipheral dysplasia, 271700 (3);271700
COL2A1;Stickler sydrome, type I, nonsyndromic ocular;17357067;120140;Stickler sydrome, type I, nonsyndromic ocular, 609508 (3);609508
COL2A1;Stickler syndrome, type I;17357067;120140;Stickler syndrome, type I, 108300 (3);108300
COL2A1;Vitreoretinopathy with phalangeal epiphyseal dysplasia;17357067;120140;Vitreoretinopathy with phalangeal epiphyseal dysplasia (3);0
COL3A1;Ehlers-Danlos syndrome, type III;17357067;120180;Ehlers-Danlos syndrome, type III, 130020 (3);130020
COL3A1;Ehlers-Danlos syndrome, type IV;17357067;120180;Ehlers-Danlos syndrome, type IV, 130050 (3);130050
COL4A1;Angiopathy, hereditary, with nephropathy, aneurysms, and muscle cramps;17357067;120130;Angiopathy, hereditary, with nephropathy, aneurysms, and muscle cramps, 611773 (3);611773
COL4A1;Brain small vessel disease with or without ocular anomalies;17357067;120130;Brain small vessel disease with or without ocular anomalies, 607595 (3);607595
COL4A1;Hemorrhage, intracerebral, susceptibility to;17357067;120130;{Hemorrhage, intracerebral, susceptibility to}, 614519 (3);614519
COL4A1;Porencephaly 1;17357067;120130;Porencephaly 1, 175780 (3);175780
COL4A2;Hemorrhage, intracerebral, susceptibility to;17357067;120090;{Hemorrhage, intracerebral, susceptibility to}, 614519 (3);614519
COL4A2;Porencephaly 2;17357067;120090;Porencephaly 2, 614483 (3);614483
COL4A3;Alport syndrome, autosomal dominant;17357067;120070;Alport syndrome, autosomal dominant, 104200 (3);104200
COL4A3;Alport syndrome, autosomal recessive;17357067;120070;Alport syndrome, autosomal recessive, 203780 (3);203780
COL4A3;Hematuria, benign familial;17357067;120070;Hematuria, benign familial, 141200 (3);141200
COL4A3BP;Mental retardation, autosomal dominant 34;17357067;604677;Mental retardation, autosomal dominant 34, 616351 (3);616351
COL4A4;Alport syndrome, autosomal recessive;17357067;120131;Alport syndrome, autosomal recessive, 203780 (3);203780
COL4A4;Hematuria, familial benign;17357067;120131;Hematuria, familial benign (3);0
COL4A5;Alport syndrome;17357067;303630;Alport syndrome, 301050 (3);301050
COL4A5;Arterial tortuosity syndrome;17357067;606145;Arterial tortuosity syndrome, 208050 (3);208050
COL5A1;Ehlers-Danlos syndrome, classic type;17357067;120215;Ehlers-Danlos syndrome, classic type, 130000 (3);130000
COL5A2;Ehlers-Danlos syndrome, classic type;17357067;120190;Ehlers-Danlos syndrome, classic type, 130000 (3);130000
COL6A1;Bethlem myopathy 1;17357067;120220;Bethlem myopathy 1, 158810 (3);158810
COL6A1;Ullrich congenital muscular dystrophy 1;17357067;120220;Ullrich congenital muscular dystrophy 1, 254090 (3);254090
COL6A2;Bethlem myopathy 1;17357067;120240;Bethlem myopathy 1, 158810 (3);158810
COL6A2;Ullrich congenital muscular dystrophy 1;17357067;120240;Ullrich congenital muscular dystrophy 1, 254090 (3);254090
COL6A3;Bethlem myopathy 1;17357067;120250;Bethlem myopathy 1, 158810 (3);158810
COL6A3;Dystonia 27;17357067;120250;Dystonia 27, 616411 (3);616411
COL6A3;Ullrich congenital muscular dystrophy 1;17357067;120250;Ullrich congenital muscular dystrophy 1, 254090 (3);254090
COL7A1;EBD inversa;17357067;120120;EBD inversa, 226600 (3);226600
COL7A1;EBD, Bart type;17357067;120120;EBD, Bart type, 132000 (3);132000
COL7A1;EBD, localisata variant;17357067;120120;EBD, localisata variant (3);0
COL7A1;Epidermolysis bullosa dystrophica, AD;17357067;120120;Epidermolysis bullosa dystrophica, AD, 131750 (3);131750
COL7A1;Epidermolysis bullosa dystrophica, AR;17357067;120120;Epidermolysis bullosa dystrophica, AR, 226600 (3);226600
COL7A1;Epidermolysis bullosa pruriginosa;17357067;120120;Epidermolysis bullosa pruriginosa, 604129 (3);604129
COL7A1;Epidermolysis bullosa, pretibial;17357067;120120;Epidermolysis bullosa, pretibial, 131850 (3);131850
COL7A1;Toenail dystrophy, isolated;17357067;120120;Toenail dystrophy, isolated, 607523 (3);607523
COL7A1;Transient bullous of the newborn;17357067;120120;Transient bullous of the newborn, 131705 (3);131705
COL8A2;Corneal dystrophy, Fuchs endothelial, 1;17357067;120252;Corneal dystrophy, Fuchs endothelial, 1, 136800 (3);136800
COL8A2;Corneal dystrophy, posterior polymorphous 2;17357067;120252;Corneal dystrophy, posterior polymorphous 2, 609140 (3);609140
COL9A1;Stickler syndrome, type IV;17357067;120210;Stickler syndrome, type IV, 614134 (3);614134
COL9A2;Epiphyseal dysplasia, multiple, 2;17357067;120260;Epiphyseal dysplasia, multiple, 2, 600204 (3);600204
COL9A2;Intervertebral disc disease, susceptibility to;17357067;120260;{Intervertebral disc disease, susceptibility to}, 603932 (3);603932
COL9A3;Epiphyseal dysplasia, multiple, 3;17357067;120270;Epiphyseal dysplasia, multiple, 3, 600969 (3);600969
COL9A3;Epiphyseal dysplasia, multiple, with myopathy;17357067;120270;Epiphyseal dysplasia, multiple, with myopathy (3);0
